storm_id,storm_name,year,time,storm_type,lat,lon,wind_kt,pressure_mb,dist_norfolk_deg,category,is_landfall,landfall_state
AL011986,ANDREW,1986,1986-06-05 00:00:00+00:00,SD,26.2,-75.8,30,1007.0,10.676853822210651,TD,0,
AL011986,ANDREW,1986,1986-06-05 06:00:00+00:00,SD,27.4,-76.0,30,1006.0,9.469775782809084,TD,0,
AL011986,ANDREW,1986,1986-06-05 12:00:00+00:00,SD,28.4,-76.4,30,1005.0,8.465345692217241,TD,0,
AL011986,ANDREW,1986,1986-06-05 18:00:00+00:00,SD,29.1,-77.0,30,1003.0,7.786425457698875,TD,0,
AL011986,ANDREW,1986,1986-06-06 00:00:00+00:00,TS,29.7,-77.5,35,1002.0,7.233678641556716,TS,0,
AL011986,ANDREW,1986,1986-06-06 06:00:00+00:00,TS,30.2,-77.8,40,1003.0,6.779671439645444,TS,0,
AL011986,ANDREW,1986,1986-06-06 12:00:00+00:00,TS,30.7,-78.0,45,1005.0,6.322841431325476,TS,0,
AL011986,ANDREW,1986,1986-06-06 18:00:00+00:00,TS,31.4,-77.9,45,1004.0,5.62016310324467,TS,0,
AL011986,ANDREW,1986,1986-06-07 00:00:00+00:00,TS,31.9,-77.8,45,1003.0,5.113216240087368,TS,0,
AL011986,ANDREW,1986,1986-06-07 06:00:00+00:00,TS,32.8,-76.9,45,1001.0,4.087974150737521,TS,0,
AL011986,ANDREW,1986,1986-06-07 12:00:00+00:00,TS,33.6,-76.0,45,999.0,3.264339261216141,TS,0,
AL011986,ANDREW,1986,1986-06-07 18:00:00+00:00,TS,34.3,-75.0,45,1000.0,2.7621781829836602,TS,0,
AL011986,ANDREW,1986,1986-06-08 00:00:00+00:00,TS,35.2,-73.9,45,1002.0,2.545700926971647,TS,0,
AL011986,ANDREW,1986,1986-06-08 06:00:00+00:00,TS,36.3,-72.7,45,1002.0,2.9400019317075547,TS,0,
AL011986,ANDREW,1986,1986-06-08 12:00:00+00:00,TS,37.9,-71.0,40,1002.0,4.339917669707854,TS,0,
AL011986,ANDREW,1986,1986-06-08 18:00:00+00:00,TS,39.6,-68.9,35,1001.0,6.4323171688802026,TS,0,
AL011988,ALBERTO,1988,1988-08-05 18:00:00+00:00,TD,32.0,-77.5,20,1015.0,4.960183561329786,TD,0,
AL011988,ALBERTO,1988,1988-08-06 00:00:00+00:00,TD,32.8,-76.2,20,1014.0,4.057786503329646,TD,0,
AL011988,ALBERTO,1988,1988-08-06 06:00:00+00:00,TD,34.0,-75.2,20,1013.0,2.990372985566103,TD,0,
AL011988,ALBERTO,1988,1988-08-06 12:00:00+00:00,TD,35.2,-74.6,25,1012.0,2.146255252562355,TD,0,
AL011988,ALBERTO,1988,1988-08-06 18:00:00+00:00,TD,37.0,-73.5,25,1011.0,2.239271730538955,TD,0,
AL011988,ALBERTO,1988,1988-08-07 00:00:00+00:00,TD,38.7,-72.4,25,1009.0,3.5941802745676514,TD,0,
AL011988,ALBERTO,1988,1988-08-07 06:00:00+00:00,TD,40.0,-70.8,30,1006.0,5.338718646465297,TD,0,
AL011988,ALBERTO,1988,1988-08-07 12:00:00+00:00,TS,41.5,-69.0,35,1002.0,7.326572916071414,TS,0,
AL011988,ALBERTO,1988,1988-08-07 18:00:00+00:00,TS,43.0,-67.5,35,1002.0,9.131399519325061,TS,0,
AL011988,ALBERTO,1988,1988-08-08 00:00:00+00:00,TS,45.0,-65.5,35,1004.0,11.528351107170844,TS,0,
AL011988,ALBERTO,1988,1988-08-08 06:00:00+00:00,TS,47.0,-63.0,35,1006.0,14.15717288077314,TS,0,
AL011988,ALBERTO,1988,1988-08-08 12:00:00+00:00,EX,49.0,-60.0,30,1008.0,16.98674598079392,TD,0,
AL011988,ALBERTO,1988,1988-08-08 18:00:00+00:00,EX,51.0,-56.0,25,1010.0,20.24907172258046,TD,0,
AL011991,ANA,1991,1991-06-29 12:00:00+00:00,LO,25.9,-78.0,20,1012.0,11.06567327286487,TD,0,
AL011991,ANA,1991,1991-06-29 18:00:00+00:00,LO,25.9,-79.0,20,1012.0,11.209873497466319,TD,0,
AL011991,ANA,1991,1991-06-30 00:00:00+00:00,LO,25.9,-80.0,20,1012.0,11.416063560350873,TD,0,
AL011991,ANA,1991,1991-06-30 06:00:00+00:00,LO,26.0,-80.9,20,1012.0,11.557024627169321,TD,0,
AL011991,ANA,1991,1991-06-30 12:00:00+00:00,LO,26.2,-81.8,20,1012.0,11.654097366493692,TD,0,
AL011991,ANA,1991,1991-06-30 18:00:00+00:00,LO,26.7,-82.4,20,1012.0,11.414902974279197,TD,0,
AL011991,ANA,1991,1991-07-01 00:00:00+00:00,LO,27.3,-82.7,20,1012.0,10.99864298504952,TD,0,
AL011991,ANA,1991,1991-07-01 06:00:00+00:00,LO,28.0,-82.7,20,1012.0,10.384491851991326,TD,0,
AL011991,ANA,1991,1991-07-01 12:00:00+00:00,LO,28.7,-82.5,20,1012.0,9.69036744354028,TD,0,
AL011991,ANA,1991,1991-07-01 18:00:00+00:00,LO,29.3,-82.2,20,1012.0,9.040304222492615,TD,0,
AL011991,ANA,1991,1991-07-02 00:00:00+00:00,LO,29.9,-81.6,20,1012.0,8.254972241620441,TD,0,
AL011991,ANA,1991,1991-07-02 06:00:00+00:00,LO,30.4,-81.0,20,1012.0,7.559342347375731,TD,0,
AL011991,ANA,1991,1991-07-02 12:00:00+00:00,LO,30.9,-80.3,20,1012.0,6.828277918530501,TD,0,
AL011991,ANA,1991,1991-07-02 18:00:00+00:00,TD,31.3,-79.7,25,1012.0,6.23707722152236,TD,0,
AL011991,ANA,1991,1991-07-03 00:00:00+00:00,TD,31.5,-79.0,25,1011.0,5.810211012154379,TD,0,
AL011991,ANA,1991,1991-07-03 06:00:00+00:00,TD,32.5,-77.4,25,1010.0,4.452444849236446,TD,0,
AL011991,ANA,1991,1991-07-03 12:00:00+00:00,TD,33.9,-75.4,30,1008.0,3.0432334751654326,TD,0,
AL011991,ANA,1991,1991-07-03 18:00:00+00:00,TD,35.2,-73.4,30,1006.0,2.8658238480864187,TD,0,
AL011991,ANA,1991,1991-07-04 00:00:00+00:00,TS,36.2,-70.7,40,1003.0,4.546173363536224,TS,0,
AL011991,ANA,1991,1991-07-04 06:00:00+00:00,TS,37.1,-67.8,45,1002.0,6.7969043677726395,TS,0,
AL011991,ANA,1991,1991-07-04 12:00:00+00:00,TS,37.6,-64.7,45,1001.0,9.26946559404567,TS,0,
AL011991,ANA,1991,1991-07-04 18:00:00+00:00,TS,37.9,-61.1,45,1000.0,12.124523016900273,TS,0,
AL011991,ANA,1991,1991-07-05 00:00:00+00:00,TS,38.0,-57.5,45,1001.0,14.967086070687412,TS,0,
AL011991,ANA,1991,1991-07-05 06:00:00+00:00,TS,37.5,-54.2,40,1003.0,17.603645115757033,TS,0,
AL011991,ANA,1991,1991-07-05 12:00:00+00:00,TS,37.0,-50.7,35,1005.0,20.431474720561344,TS,0,
AL011995,ALLISON,1995,1995-06-03 00:00:00+00:00,TD,17.4,-84.3,30,1005.0,20.73007799423179,TD,0,
AL011995,ALLISON,1995,1995-06-03 06:00:00+00:00,TD,18.3,-84.9,30,1004.0,20.070044298091908,TD,0,
AL011995,ALLISON,1995,1995-06-03 12:00:00+00:00,TS,19.3,-85.7,35,1003.0,19.42218169674156,TS,0,
AL011995,ALLISON,1995,1995-06-03 18:00:00+00:00,TS,20.6,-85.8,40,1001.0,18.271696004998663,TS,0,
AL011995,ALLISON,1995,1995-06-04 00:00:00+00:00,TS,22.0,-86.0,50,997.0,17.09523265422718,TS,0,
AL011995,ALLISON,1995,1995-06-04 06:00:00+00:00,TS,23.3,-86.3,60,995.0,16.087060714636188,TS,0,
AL011995,ALLISON,1995,1995-06-04 12:00:00+00:00,HU,24.7,-86.2,65,987.0,14.841875268176526,Cat 1,0,
AL011995,ALLISON,1995,1995-06-04 18:00:00+00:00,HU,26.2,-86.2,65,988.0,13.599334322076771,Cat 1,0,
AL011995,ALLISON,1995,1995-06-05 00:00:00+00:00,HU,27.6,-86.1,65,988.0,12.433782153020404,Cat 1,0,
AL011995,ALLISON,1995,1995-06-05 06:00:00+00:00,TS,28.5,-85.6,60,990.0,11.459191492603994,TS,0,
AL011995,ALLISON,1995,1995-06-05 12:00:00+00:00,TS,29.6,-84.7,60,990.0,10.111203444799969,TS,0,
AL011995,ALLISON,1995,1995-06-05 14:00:00+00:00,TS,29.9,-84.4,60,991.0,9.713280350299003,TS,1,Florida
AL011995,ALLISON,1995,1995-06-05 15:00:00+00:00,TS,30.1,-84.2,55,991.0,9.44830490783052,TS,1,Florida
AL011995,ALLISON,1995,1995-06-05 18:00:00+00:00,TS,30.7,-83.8,45,993.0,8.772463712235968,TS,0,
AL011995,ALLISON,1995,1995-06-06 00:00:00+00:00,TD,31.8,-82.8,30,993.0,7.3853467530902135,TD,0,
AL011995,ALLISON,1995,1995-06-06 06:00:00+00:00,EX,32.7,-81.5,35,994.0,5.969725388323078,TS,0,
AL011995,ALLISON,1995,1995-06-06 12:00:00+00:00,EX,33.6,-80.0,35,995.0,4.450804755953403,TS,0,
AL011995,ALLISON,1995,1995-06-06 18:00:00+00:00,EX,34.5,-78.1,40,995.0,2.7767882118426663,TS,0,
AL011995,ALLISON,1995,1995-06-07 00:00:00+00:00,EX,35.6,-75.9,40,992.0,1.2912444044994627,TS,0,
AL011995,ALLISON,1995,1995-06-07 06:00:00+00:00,EX,37.1,-73.6,45,990.0,2.1672519507941725,TS,0,
AL011995,ALLISON,1995,1995-06-07 12:00:00+00:00,EX,38.5,-71.0,45,988.0,4.507379123811739,TS,0,
AL011995,ALLISON,1995,1995-06-07 18:00:00+00:00,EX,39.8,-69.2,45,984.0,6.304312420947166,TS,0,
AL011995,ALLISON,1995,1995-06-08 00:00:00+00:00,EX,41.0,-67.7,50,982.0,7.874522693602079,TS,0,
AL011995,ALLISON,1995,1995-06-08 06:00:00+00:00,EX,42.4,-66.0,50,984.0,9.681364912301872,TS,0,
AL011995,ALLISON,1995,1995-06-08 12:00:00+00:00,EX,43.8,-63.7,50,989.0,11.849530033201368,TS,0,
AL011995,ALLISON,1995,1995-06-08 18:00:00+00:00,EX,45.2,-61.2,45,993.0,14.104803329696573,TS,0,
AL011995,ALLISON,1995,1995-06-09 00:00:00+00:00,EX,46.5,-58.5,40,995.0,16.388682615140517,TS,0,
AL011995,ALLISON,1995,1995-06-09 06:00:00+00:00,EX,48.1,-55.9,40,996.0,18.716598970166274,TS,0,
AL011995,ALLISON,1995,1995-06-09 12:00:00+00:00,EX,50.0,-53.0,40,997.0,21.30992063945787,TS,0,
AL011995,ALLISON,1995,1995-06-09 18:00:00+00:00,EX,53.0,-52.0,40,1000.0,23.41932353444645,TS,0,
AL011995,ALLISON,1995,1995-06-10 00:00:00+00:00,EX,57.0,-52.0,40,997.0,25.859298344708165,TS,0,
AL011995,ALLISON,1995,1995-06-10 06:00:00+00:00,EX,60.0,-52.0,40,990.0,27.912917450944573,TS,0,
AL011995,ALLISON,1995,1995-06-10 12:00:00+00:00,EX,62.0,-53.0,40,992.0,29.054853138631852,TS,0,
AL011995,ALLISON,1995,1995-06-10 18:00:00+00:00,EX,64.0,-55.0,35,992.0,30.06991513435132,TS,0,
AL011995,ALLISON,1995,1995-06-11 00:00:00+00:00,EX,65.0,-56.0,35,993.0,30.654970507761224,TS,0,
AL011996,ARTHUR,1996,1996-06-17 18:00:00+00:00,TD,26.8,-77.8,25,1010.0,10.148903012251631,TD,0,
AL011996,ARTHUR,1996,1996-06-18 00:00:00+00:00,TD,27.7,-78.3,25,1010.0,9.322094134486857,TD,0,
AL011996,ARTHUR,1996,1996-06-18 06:00:00+00:00,TD,28.6,-78.8,25,1009.0,8.529874032025608,TD,0,
AL011996,ARTHUR,1996,1996-06-18 12:00:00+00:00,TD,29.7,-78.8,25,1008.0,7.463774465670413,TD,0,
AL011996,ARTHUR,1996,1996-06-18 18:00:00+00:00,TD,30.6,-78.7,30,1008.0,6.57435391490373,TD,0,
AL011996,ARTHUR,1996,1996-06-19 00:00:00+00:00,TS,31.5,-78.7,35,1004.0,5.718868103534417,TS,0,
AL011996,ARTHUR,1996,1996-06-19 06:00:00+00:00,TS,32.3,-78.6,35,1006.0,4.939724151765492,TS,0,
AL011996,ARTHUR,1996,1996-06-19 12:00:00+00:00,TS,33.2,-78.1,40,1005.0,3.946150355055414,TS,0,
AL011996,ARTHUR,1996,1996-06-19 18:00:00+00:00,TS,33.9,-77.3,40,1005.0,3.0681102972459424,TS,0,
AL011996,ARTHUR,1996,1996-06-20 00:00:00+00:00,TS,34.7,-76.4,35,1005.0,2.155629756182089,TS,1,North Carolina
AL011996,ARTHUR,1996,1996-06-20 06:00:00+00:00,TS,35.5,-75.4,35,1005.0,1.5319229421307494,TS,0,
AL011996,ARTHUR,1996,1996-06-20 12:00:00+00:00,TD,36.4,-74.1,30,1005.0,1.8174304561480394,TD,0,
AL011996,ARTHUR,1996,1996-06-20 18:00:00+00:00,TD,36.9,-72.5,30,1004.0,3.0373349338966382,TD,0,
AL011996,ARTHUR,1996,1996-06-21 00:00:00+00:00,TD,37.3,-70.3,30,1003.0,4.807850105836876,TD,0,
AL011996,ARTHUR,1996,1996-06-21 06:00:00+00:00,TD,37.3,-66.5,30,1002.0,7.834099808569254,TD,0,
AL011996,ARTHUR,1996,1996-06-21 12:00:00+00:00,EX,37.5,-62.0,35,1001.0,11.413764387709175,TS,0,
AL011996,ARTHUR,1996,1996-06-21 18:00:00+00:00,EX,37.8,-56.2,45,1000.0,16.001265175832426,TS,0,
AL011996,ARTHUR,1996,1996-06-22 00:00:00+00:00,EX,38.5,-50.5,45,998.0,20.448069019596076,TS,0,
AL011996,ARTHUR,1996,1996-06-22 06:00:00+00:00,EX,40.0,-47.0,45,995.0,23.09677958827286,TS,0,
AL011996,ARTHUR,1996,1996-06-22 12:00:00+00:00,EX,41.0,-43.0,45,993.0,26.113424290792217,TS,0,
AL011996,ARTHUR,1996,1996-06-22 18:00:00+00:00,EX,42.5,-40.0,45,992.0,28.322092565180306,TS,0,
AL011996,ARTHUR,1996,1996-06-23 00:00:00+00:00,EX,44.0,-37.0,45,996.0,30.49972428442516,TS,0,
AL011997,UNNAMED,1997,1997-05-31 18:00:00+00:00,LO,28.5,-77.4,25,1011.0,8.416660570413546,TD,0,
AL011997,UNNAMED,1997,1997-06-01 00:00:00+00:00,LO,29.5,-77.1,25,1009.0,7.394066495915336,TD,0,
AL011997,UNNAMED,1997,1997-06-01 06:00:00+00:00,SD,31.2,-76.3,30,1006.0,5.659928019549898,TD,0,
AL011997,UNNAMED,1997,1997-06-01 12:00:00+00:00,SS,33.2,-75.3,35,1003.0,3.7454426241965915,TS,0,
AL011997,UNNAMED,1997,1997-06-01 18:00:00+00:00,SS,35.5,-74.1,45,1004.0,2.228121188968147,TS,0,
AL011997,UNNAMED,1997,1997-06-02 00:00:00+00:00,SS,37.6,-72.2,45,1006.0,3.347531860523146,TS,0,
AL011997,UNNAMED,1997,1997-06-02 06:00:00+00:00,SS,39.5,-70.4,40,1008.0,5.3426499775266905,TS,0,
AL011997,UNNAMED,1997,1997-06-02 12:00:00+00:00,SS,40.0,-68.4,35,1009.0,6.946051390403266,TS,0,
AL011997,UNNAMED,1997,1997-06-02 18:00:00+00:00,EX,40.0,-66.3,30,1012.0,8.445123154911977,TD,0,
AL012001,ALLISON,2001,2001-06-05 12:00:00+00:00,TS,27.5,-95.0,40,1007.0,18.372434991106147,TS,0,
AL012001,ALLISON,2001,2001-06-05 18:00:00+00:00,TS,28.5,-95.3,50,1002.0,18.033539243194266,TS,0,
AL012001,ALLISON,2001,2001-06-05 21:00:00+00:00,TS,28.9,-95.3,45,1003.0,17.821351017579993,TS,1,Texas
AL012001,ALLISON,2001,2001-06-06 00:00:00+00:00,TS,29.3,-95.3,45,1003.0,17.615508278834973,TS,0,
AL012001,ALLISON,2001,2001-06-06 06:00:00+00:00,TD,30.1,-95.2,30,1006.0,17.147371227033105,TD,0,
AL012001,ALLISON,2001,2001-06-06 12:00:00+00:00,TD,31.0,-95.2,20,1005.0,16.739283129335696,TD,0,
AL012001,ALLISON,2001,2001-06-06 18:00:00+00:00,TD,31.5,-95.0,20,1005.0,16.37307642375594,TD,0,
AL012001,ALLISON,2001,2001-06-07 00:00:00+00:00,TD,31.6,-95.0,20,1005.0,16.332268521663607,TD,0,
AL012001,ALLISON,2001,2001-06-07 06:00:00+00:00,TD,31.8,-94.9,20,1006.0,16.173952612527177,TD,0,
AL012001,ALLISON,2001,2001-06-07 12:00:00+00:00,TD,31.4,-94.9,20,1006.0,16.33659874744786,TD,0,
AL012001,ALLISON,2001,2001-06-07 18:00:00+00:00,TD,31.1,-95.0,15,1007.0,16.541231077271522,TD,0,
AL012001,ALLISON,2001,2001-06-08 00:00:00+00:00,TD,30.9,-95.6,15,1002.0,17.09248945490457,TD,0,
AL012001,ALLISON,2001,2001-06-08 06:00:00+00:00,TD,30.7,-96.1,20,1004.0,17.56704506188482,TD,0,
AL012001,ALLISON,2001,2001-06-08 12:00:00+00:00,TD,30.4,-96.2,20,1007.0,17.77723931986063,TD,0,
AL012001,ALLISON,2001,2001-06-08 18:00:00+00:00,TD,30.2,-96.1,20,1007.0,17.790857451168012,TD,0,
AL012001,ALLISON,2001,2001-06-09 00:00:00+00:00,TD,29.9,-95.9,20,1007.0,17.777202997609493,TD,0,
AL012001,ALLISON,2001,2001-06-09 06:00:00+00:00,TD,29.6,-95.8,20,1007.0,17.8450956601804,TD,0,
AL012001,ALLISON,2001,2001-06-09 12:00:00+00:00,TD,29.3,-95.8,20,1007.0,17.993214982335907,TD,0,
AL012001,ALLISON,2001,2001-06-09 18:00:00+00:00,TD,28.9,-95.6,20,1008.0,18.04614056861492,TD,0,
AL012001,ALLISON,2001,2001-06-10 00:00:00+00:00,SD,28.6,-95.2,20,1008.0,17.90555547841686,TD,0,
AL012001,ALLISON,2001,2001-06-10 06:00:00+00:00,SD,28.6,-94.7,25,1007.0,17.535011136209086,TD,0,
AL012001,ALLISON,2001,2001-06-10 12:00:00+00:00,SD,28.7,-94.3,25,1006.0,17.18537400782871,TD,0,
AL012001,ALLISON,2001,2001-06-10 18:00:00+00:00,SD,28.8,-93.5,30,1006.0,16.543066621790615,TD,0,
AL012001,ALLISON,2001,2001-06-11 00:00:00+00:00,SD,29.1,-92.3,30,1005.0,15.502289714346938,TD,0,
AL012001,ALLISON,2001,2001-06-11 02:00:00+00:00,SD,29.6,-91.6,30,1004.0,14.715631177926088,TD,1,Louisiana
AL012001,ALLISON,2001,2001-06-11 06:00:00+00:00,SS,30.0,-90.5,35,1003.0,13.697713257060752,TS,0,
AL012001,ALLISON,2001,2001-06-11 12:00:00+00:00,SS,30.7,-89.4,40,1000.0,12.51784642067511,TS,0,
AL012001,ALLISON,2001,2001-06-11 18:00:00+00:00,SS,31.0,-88.4,35,1002.0,11.633769207758377,TS,0,
AL012001,ALLISON,2001,2001-06-12 00:00:00+00:00,SD,31.3,-87.4,25,1004.0,10.754175683610786,TD,0,
AL012001,ALLISON,2001,2001-06-12 06:00:00+00:00,SD,31.8,-86.1,20,1005.0,9.555384728482482,TD,0,
AL012001,ALLISON,2001,2001-06-12 12:00:00+00:00,SD,32.4,-84.7,20,1006.0,8.23693153710135,TD,0,
AL012001,ALLISON,2001,2001-06-12 18:00:00+00:00,SD,32.8,-83.6,20,1006.0,7.248668336295313,TD,0,
AL012001,ALLISON,2001,2001-06-13 00:00:00+00:00,SD,33.1,-82.6,20,1006.0,6.395832606177493,TD,0,
AL012001,ALLISON,2001,2001-06-13 06:00:00+00:00,SD,33.4,-81.6,25,1004.0,5.554634266303687,TD,0,
AL012001,ALLISON,2001,2001-06-13 12:00:00+00:00,SD,33.7,-80.7,25,1005.0,4.791097012685663,TD,0,
AL012001,ALLISON,2001,2001-06-13 18:00:00+00:00,SD,34.0,-79.6,25,1006.0,3.930297212759453,TD,0,
AL012001,ALLISON,2001,2001-06-14 00:00:00+00:00,SD,34.3,-78.5,25,1006.0,3.12510468060409,TD,0,
AL012001,ALLISON,2001,2001-06-14 06:00:00+00:00,SD,34.6,-77.9,25,1006.0,2.606542889797892,TD,0,
AL012001,ALLISON,2001,2001-06-14 12:00:00+00:00,SD,34.7,-77.7,25,1007.0,2.439585359621529,TD,0,
AL012001,ALLISON,2001,2001-06-14 18:00:00+00:00,SD,34.6,-77.6,25,1008.0,2.492971336286111,TD,0,
AL012001,ALLISON,2001,2001-06-15 00:00:00+00:00,SD,34.6,-77.2,25,1008.0,2.3722992365143716,TD,0,
AL012001,ALLISON,2001,2001-06-15 06:00:00+00:00,SD,34.9,-77.0,25,1008.0,2.0366466155422502,TD,0,
AL012001,ALLISON,2001,2001-06-15 12:00:00+00:00,SD,35.5,-76.9,25,1008.0,1.4395101415699385,TD,0,
AL012001,ALLISON,2001,2001-06-15 18:00:00+00:00,SD,35.9,-76.8,25,1009.0,1.0367593345167438,TD,0,
AL012001,ALLISON,2001,2001-06-16 00:00:00+00:00,SD,36.3,-76.6,25,1007.0,0.6047793276707111,TD,0,
AL012001,ALLISON,2001,2001-06-16 06:00:00+00:00,SD,36.6,-76.2,25,1007.0,0.2606561431242343,TD,0,
AL012001,ALLISON,2001,2001-06-16 12:00:00+00:00,SD,36.8,-75.9,25,1007.0,0.3167169440697225,TD,0,
AL012001,ALLISON,2001,2001-06-16 18:00:00+00:00,SD,37.2,-75.5,25,1006.0,0.722581611929698,TD,0,
AL012001,ALLISON,2001,2001-06-17 00:00:00+00:00,SD,37.8,-75.4,25,1006.0,1.1867132077422777,TD,0,
AL012001,ALLISON,2001,2001-06-17 06:00:00+00:00,SD,38.6,-74.5,30,1005.0,2.254847716593136,TD,0,
AL012001,ALLISON,2001,2001-06-17 12:00:00+00:00,SS,39.3,-73.4,40,1004.0,3.3488570081233004,TS,0,
AL012001,ALLISON,2001,2001-06-17 18:00:00+00:00,SS,40.0,-72.1,35,1005.0,4.556379629614102,TS,0,
AL012001,ALLISON,2001,2001-06-18 00:00:00+00:00,EX,40.6,-70.8,30,1006.0,5.700552225803183,TD,0,
AL012001,ALLISON,2001,2001-06-18 06:00:00+00:00,EX,41.3,-69.4,30,1008.0,6.966073896190366,TD,0,
AL012001,ALLISON,2001,2001-06-18 12:00:00+00:00,EX,42.0,-67.4,30,1009.0,8.590939651315177,TD,0,
AL012001,ALLISON,2001,2001-06-18 18:00:00+00:00,EX,42.7,-64.6,25,1011.0,10.72453807203797,TD,0,
AL012001,ALLISON,2001,2001-06-19 00:00:00+00:00,EX,43.5,-61.0,20,1012.0,13.43584425589608,TD,0,
AL012002,ARTHUR,2002,2002-07-14 18:00:00+00:00,TD,34.3,-76.8,30,1009.0,2.588041417233489,TD,0,
AL012002,ARTHUR,2002,2002-07-15 00:00:00+00:00,TD,35.0,-75.1,30,1008.0,2.089542299779087,TD,0,
AL012002,ARTHUR,2002,2002-07-15 06:00:00+00:00,TS,35.5,-73.3,35,1006.0,2.7701252825140483,TS,0,
AL012002,ARTHUR,2002,2002-07-15 12:00:00+00:00,TS,36.1,-71.0,45,1004.0,4.326366217779868,TS,0,
AL012002,ARTHUR,2002,2002-07-15 18:00:00+00:00,TS,36.8,-68.2,45,1002.0,6.485428425839333,TS,0,
AL012002,ARTHUR,2002,2002-07-16 00:00:00+00:00,TS,37.9,-65.1,50,1000.0,8.964431724332064,TS,0,
AL012002,ARTHUR,2002,2002-07-16 06:00:00+00:00,TS,38.6,-61.7,50,998.0,11.679641678972358,TS,0,
AL012002,ARTHUR,2002,2002-07-16 12:00:00+00:00,TS,40.5,-57.9,50,998.0,14.809445951583863,TS,0,
AL012002,ARTHUR,2002,2002-07-16 18:00:00+00:00,TS,42.5,-54.5,50,997.0,17.669245009701402,TS,0,
AL012002,ARTHUR,2002,2002-07-17 00:00:00+00:00,EX,44.5,-53.0,50,998.0,19.195960749074278,TS,0,
AL012002,ARTHUR,2002,2002-07-17 06:00:00+00:00,EX,46.5,-53.9,45,999.0,19.24273822329744,TS,0,
AL012002,ARTHUR,2002,2002-07-17 12:00:00+00:00,EX,48.0,-54.0,40,1002.0,19.795258125633556,TS,0,
AL012002,ARTHUR,2002,2002-07-17 18:00:00+00:00,EX,49.0,-53.0,40,1001.0,20.837147377305833,TS,0,
AL012002,ARTHUR,2002,2002-07-18 00:00:00+00:00,EX,50.5,-52.5,40,999.0,21.835139840027797,TS,0,
AL012002,ARTHUR,2002,2002-07-18 06:00:00+00:00,EX,53.0,-52.5,40,997.0,23.170435516165128,TS,0,
AL012002,ARTHUR,2002,2002-07-18 12:00:00+00:00,EX,55.5,-53.0,35,995.0,24.460387786365555,TS,0,
AL012002,ARTHUR,2002,2002-07-18 18:00:00+00:00,EX,58.0,-53.0,35,992.0,26.13823405014872,TS,0,
AL012002,ARTHUR,2002,2002-07-19 00:00:00+00:00,EX,57.0,-52.0,35,996.0,25.859298344708165,TS,0,
AL012002,ARTHUR,2002,2002-07-19 06:00:00+00:00,EX,56.5,-51.5,35,1000.0,25.74668765271985,TS,0,
AL012002,ARTHUR,2002,2002-07-19 12:00:00+00:00,EX,56.0,-51.0,35,1005.0,25.65244899003541,TS,0,
AL012004,ALEX,2004,2004-07-31 18:00:00+00:00,TD,30.3,-78.3,25,1010.0,6.772033560426943,TD,0,
AL012004,ALEX,2004,2004-08-01 00:00:00+00:00,TD,31.0,-78.8,25,1009.0,6.219858157896456,TD,0,
AL012004,ALEX,2004,2004-08-01 06:00:00+00:00,TD,31.5,-79.0,25,1009.0,5.810211012154379,TD,0,
AL012004,ALEX,2004,2004-08-01 12:00:00+00:00,TD,31.6,-79.1,30,1009.0,5.750407506053553,TD,0,
AL012004,ALEX,2004,2004-08-01 18:00:00+00:00,TS,31.6,-79.2,35,1009.0,5.784367297169129,TS,0,
AL012004,ALEX,2004,2004-08-02 00:00:00+00:00,TS,31.5,-79.3,35,1007.0,5.910586349980154,TS,0,
AL012004,ALEX,2004,2004-08-02 06:00:00+00:00,TS,31.4,-79.4,40,1005.0,6.037039929068601,TS,0,
AL012004,ALEX,2004,2004-08-02 12:00:00+00:00,TS,31.3,-79.0,50,992.0,5.9964586330996426,TS,0,
AL012004,ALEX,2004,2004-08-02 18:00:00+00:00,TS,31.8,-78.7,50,993.0,5.437004869753282,TS,0,
AL012004,ALEX,2004,2004-08-03 00:00:00+00:00,TS,32.4,-78.2,60,987.0,4.727365633462106,TS,0,
AL012004,ALEX,2004,2004-08-03 06:00:00+00:00,HU,33.0,-77.4,70,983.0,3.9629539716600304,Cat 1,0,
AL012004,ALEX,2004,2004-08-03 12:00:00+00:00,HU,34.2,-76.4,85,974.0,2.6561674014118792,Cat 2,0,
AL012004,ALEX,2004,2004-08-03 18:00:00+00:00,HU,35.3,-75.2,85,972.0,1.7859687371541544,Cat 2,0,
AL012004,ALEX,2004,2004-08-04 00:00:00+00:00,HU,36.0,-73.7,80,974.0,2.2545305103579913,Cat 1,0,
AL012004,ALEX,2004,2004-08-04 06:00:00+00:00,HU,36.8,-72.1,80,973.0,3.3599628870284968,Cat 1,0,
AL012004,ALEX,2004,2004-08-04 12:00:00+00:00,HU,37.3,-70.2,85,973.0,4.887387794368069,Cat 2,0,
AL012004,ALEX,2004,2004-08-04 18:00:00+00:00,HU,37.8,-68.3,95,965.0,6.433555136326254,Cat 2,0,
AL012004,ALEX,2004,2004-08-05 00:00:00+00:00,HU,38.5,-66.0,105,957.0,8.319693101451927,Cat 3,0,
AL012004,ALEX,2004,2004-08-05 06:00:00+00:00,HU,39.5,-63.1,105,957.0,10.709999671999201,Cat 3,0,
AL012004,ALEX,2004,2004-08-05 12:00:00+00:00,HU,40.8,-59.6,100,962.0,13.588509294154589,Cat 3,0,
